#{"t_start": 1677142988.008331, "env_id": "TestEnvironment-v1"}
r,l,t
56.974842,100,422.414877
72.632403,100,422.793078
82.078783,100,423.165124
80.362709,100,423.529402
77.037216,100,423.882259
69.776468,100,424.247823
72.277127,100,424.604696
78.277364,100,424.985697
59.938248,100,425.380162
67.8596,100,425.762919
81.36292,100,426.141926
82.574646,100,426.516452
67.892926,100,426.881618
48.043089,100,427.237766
66.252661,100,427.601367
53.233093,100,427.955725
52.999661,100,428.316242
67.610846,100,428.679648
62.778484,100,429.047694
67.92756,100,429.414479
77.614649,100,429.797101
80.346155,100,430.183312
73.342877,100,430.572432
78.855834,100,430.940752
